amfi_code,kyc_status,transaction_type,amount,state,city,date
100004,Pending,Sip,10000,Karnataka,Mumbai,2025-03-06
100003,Verified,Lumpsum,25000,Delhi,Mumbai,2025-03-07
100001,Verified,Sip,1000,Tamil Nadu,Bangalore,2025-03-07
100002,Verified,Sip,10000,Gujarat,Mumbai,2025-03-07
100004,Pending,Sip,5000,Gujarat,Ahmedabad,2025-03-07
100003,Verified,Sip,2000,Maharashtra,Mumbai,2025-03-07
100005,Pending,Lumpsum,5000,Maharashtra,Kolkata,2025-03-07
100001,Not Verified,Sip,10000,West Bengal,Chennai,2025-03-07
100005,Not Verified,Sip,5000,Maharashtra,Ahmedabad,2025-03-07
100003,Pending,Lumpsum,10000,Tamil Nadu,Ahmedabad,2025-03-07
100005,Not Verified,Lumpsum,100000,Gujarat,Mumbai,2025-03-07
100001,Verified,Lumpsum,50000,Tamil Nadu,Kolkata,2025-03-08
100005,Not Verified,Sip,500,Karnataka,Chennai,2025-03-08
100004,Pending,Sip,5000,Gujarat,Delhi,2025-03-08
100003,Pending,Sip,500,Karnataka,Delhi,2025-03-08
100002,Not Verified,Sip,5000,Karnataka,Delhi,2025-03-08
100001,Verified,Sip,500,Gujarat,Ahmedabad,2025-03-08
100005,Not Verified,Redemption,1000,Delhi,Ahmedabad,2025-03-08
100002,Verified,Lumpsum,100000,Maharashtra,Delhi,2025-03-08
100003,Not Verified,Lumpsum,100000,Maharashtra,Chennai,2025-03-09
100005,Verified,Sip,5000,Gujarat,Chennai,2025-03-09
100002,Not Verified,Sip,5000,Gujarat,Mumbai,2025-03-10
100005,Verified,Sip,10000,Tamil Nadu,Mumbai,2025-03-10
100002,Pending,Lumpsum,25000,Maharashtra,Delhi,2025-03-10
100004,Not Verified,Redemption,10000,Gujarat,Chennai,2025-03-10
100004,Verified,Sip,2000,Karnataka,Delhi,2025-03-11
100004,Not Verified,Lumpsum,100000,Tamil Nadu,Mumbai,2025-03-11
100004,Verified,Sip,500,West Bengal,Chennai,2025-03-11
100002,Verified,Sip,1000,Gujarat,Delhi,2025-03-11
100005,Pending,Lumpsum,5000,Maharashtra,Delhi,2025-03-11
100003,Pending,Redemption,10000,Maharashtra,Delhi,2025-03-11
100004,Not Verified,Sip,1000,Delhi,Chennai,2025-03-11
100004,Not Verified,Sip,500,Tamil Nadu,Kolkata,2025-03-12
100001,Not Verified,Sip,10000,Tamil Nadu,Chennai,2025-03-12
100004,Pending,Sip,1000,Tamil Nadu,Bangalore,2025-03-13
100004,Verified,Sip,1000,Gujarat,Delhi,2025-03-13
100003,Not Verified,Sip,10000,Karnataka,Delhi,2025-03-13
100004,Pending,Sip,10000,Tamil Nadu,Delhi,2025-03-13
100004,Verified,Lumpsum,5000,West Bengal,Chennai,2025-03-14
100001,Not Verified,Redemption,10000,Gujarat,Kolkata,2025-03-14
100001,Pending,Sip,5000,Karnataka,Chennai,2025-03-14
100003,Pending,Sip,500,Delhi,Chennai,2025-03-14
100005,Not Verified,Lumpsum,25000,Karnataka,Delhi,2025-03-14
100002,Verified,Sip,500,West Bengal,Delhi,2025-03-15
100001,Not Verified,Sip,10000,Tamil Nadu,Ahmedabad,2025-03-15
100003,Not Verified,Sip,2000,Gujarat,Delhi,2025-03-16
100005,Verified,Sip,500,Maharashtra,Ahmedabad,2025-03-16
100005,Pending,Sip,5000,Tamil Nadu,Kolkata,2025-03-16
100002,Not Verified,Lumpsum,10000,Gujarat,Kolkata,2025-03-16
100003,Not Verified,Redemption,25000,Gujarat,Kolkata,2025-03-17
100005,Not Verified,Sip,2000,Tamil Nadu,Kolkata,2025-03-17
100003,Verified,Sip,10000,West Bengal,Mumbai,2025-03-18
100001,Pending,Sip,500,Maharashtra,Bangalore,2025-03-18
100002,Pending,Lumpsum,5000,Delhi,Mumbai,2025-03-19
100003,Pending,Sip,500,Karnataka,Bangalore,2025-03-19
100003,Verified,Redemption,1000,Karnataka,Mumbai,2025-03-20
100001,Pending,Sip,10000,Maharashtra,Bangalore,2025-03-20
100002,Not Verified,Sip,5000,Karnataka,Bangalore,2025-03-20
100001,Pending,Sip,10000,Tamil Nadu,Kolkata,2025-03-20
100002,Pending,Sip,1000,Maharashtra,Bangalore,2025-03-20
100004,Verified,Sip,500,Gujarat,Kolkata,2025-03-21
100002,Not Verified,Lumpsum,50000,Gujarat,Delhi,2025-03-21
100004,Verified,Sip,10000,Maharashtra,Mumbai,2025-03-21
100004,Not Verified,Redemption,25000,Maharashtra,Chennai,2025-03-21
100004,Verified,Lumpsum,100000,Tamil Nadu,Kolkata,2025-03-21
100002,Verified,Sip,5000,Delhi,Kolkata,2025-03-22
100001,Verified,Redemption,1000,Tamil Nadu,Chennai,2025-03-22
100001,Verified,Sip,1000,West Bengal,Bangalore,2025-03-22
100003,Not Verified,Redemption,5000,West Bengal,Delhi,2025-03-22
100002,Verified,Lumpsum,25000,West Bengal,Kolkata,2025-03-22
100002,Not Verified,Sip,1000,Maharashtra,Delhi,2025-03-22
100004,Verified,Sip,500,Tamil Nadu,Bangalore,2025-03-23
100003,Not Verified,Lumpsum,100000,Gujarat,Mumbai,2025-03-23
100005,Verified,Sip,10000,West Bengal,Kolkata,2025-03-24
100003,Pending,Sip,5000,Tamil Nadu,Kolkata,2025-03-24
100004,Verified,Redemption,25000,Delhi,Bangalore,2025-03-24
100002,Verified,Sip,500,West Bengal,Mumbai,2025-03-24
100001,Pending,Redemption,1000,Delhi,Bangalore,2025-03-24
100001,Verified,Lumpsum,5000,Tamil Nadu,Chennai,2025-03-24
100002,Verified,Lumpsum,50000,Karnataka,Mumbai,2025-03-25
100005,Pending,Lumpsum,5000,Tamil Nadu,Bangalore,2025-03-25
100003,Not Verified,Sip,10000,Tamil Nadu,Kolkata,2025-03-25
100002,Pending,Lumpsum,100000,Delhi,Ahmedabad,2025-03-26
100001,Verified,Sip,1000,Delhi,Mumbai,2025-03-26
100003,Pending,Redemption,25000,West Bengal,Kolkata,2025-03-26
100004,Pending,Redemption,5000,Gujarat,Bangalore,2025-03-26
100003,Pending,Lumpsum,50000,Delhi,Kolkata,2025-03-26
100003,Verified,Sip,1000,Delhi,Kolkata,2025-03-26
100003,Not Verified,Sip,500,Gujarat,Chennai,2025-03-26
100004,Not Verified,Lumpsum,5000,Karnataka,Ahmedabad,2025-03-26
100002,Pending,Lumpsum,5000,Tamil Nadu,Bangalore,2025-03-26
100005,Not Verified,Lumpsum,25000,Tamil Nadu,Bangalore,2025-03-27
100002,Pending,Sip,5000,Delhi,Mumbai,2025-03-27
100005,Verified,Sip,500,Maharashtra,Delhi,2025-03-28
100002,Not Verified,Lumpsum,10000,Karnataka,Ahmedabad,2025-03-28
100002,Not Verified,Sip,2000,Tamil Nadu,Mumbai,2025-03-28
100002,Pending,Lumpsum,5000,Gujarat,Kolkata,2025-03-28
100002,Not Verified,Lumpsum,50000,Tamil Nadu,Mumbai,2025-03-28
100002,Not Verified,Sip,10000,Gujarat,Mumbai,2025-03-28
100001,Not Verified,Sip,2000,Delhi,Delhi,2025-03-28
100003,Not Verified,Sip,10000,West Bengal,Delhi,2025-03-29
100001,Verified,Sip,1000,Tamil Nadu,Kolkata,2025-03-29
100003,Verified,Lumpsum,25000,Gujarat,Ahmedabad,2025-03-29
100005,Verified,Lumpsum,25000,Maharashtra,Mumbai,2025-03-29
100001,Verified,Redemption,25000,Tamil Nadu,Delhi,2025-03-29
100005,Verified,Lumpsum,5000,Karnataka,Chennai,2025-03-29
100001,Verified,Lumpsum,5000,Tamil Nadu,Ahmedabad,2025-03-29
100003,Verified,Sip,5000,Tamil Nadu,Mumbai,2025-03-30
100003,Pending,Sip,500,Delhi,Chennai,2025-03-30
100005,Pending,Sip,500,Tamil Nadu,Kolkata,2025-03-30
100005,Verified,Sip,500,Delhi,Delhi,2025-03-30
100002,Pending,Lumpsum,10000,Maharashtra,Chennai,2025-03-30
100005,Not Verified,Sip,2000,Delhi,Chennai,2025-03-30
100002,Pending,Lumpsum,50000,Gujarat,Delhi,2025-03-30
100003,Verified,Lumpsum,10000,Delhi,Mumbai,2025-03-31
100004,Verified,Sip,5000,Maharashtra,Mumbai,2025-03-31
100003,Not Verified,Lumpsum,5000,Tamil Nadu,Bangalore,2025-03-31
100003,Verified,Redemption,10000,Tamil Nadu,Mumbai,2025-03-31
100004,Verified,Sip,2000,Karnataka,Delhi,2025-04-01
100005,Verified,Sip,500,Maharashtra,Chennai,2025-04-01
100003,Verified,Lumpsum,25000,Delhi,Ahmedabad,2025-04-01
100001,Not Verified,Sip,1000,Maharashtra,Chennai,2025-04-01
100005,Pending,Sip,5000,Karnataka,Bangalore,2025-04-01
100002,Not Verified,Sip,5000,Gujarat,Bangalore,2025-04-01
100005,Pending,Sip,5000,Maharashtra,Ahmedabad,2025-04-02
100003,Verified,Sip,10000,Gujarat,Mumbai,2025-04-02
100004,Verified,Sip,2000,Tamil Nadu,Mumbai,2025-04-02
100004,Verified,Lumpsum,5000,Tamil Nadu,Kolkata,2025-04-02
100005,Verified,Sip,5000,Maharashtra,Ahmedabad,2025-04-02
100004,Verified,Sip,10000,Maharashtra,Ahmedabad,2025-04-03
100004,Pending,Sip,10000,Karnataka,Bangalore,2025-04-03
100002,Verified,Lumpsum,100000,Gujarat,Ahmedabad,2025-04-03
100005,Verified,Lumpsum,10000,Tamil Nadu,Delhi,2025-04-04
100003,Pending,Sip,10000,West Bengal,Ahmedabad,2025-04-04
100004,Not Verified,Redemption,1000,Maharashtra,Kolkata,2025-04-04
100005,Verified,Sip,5000,West Bengal,Bangalore,2025-04-05
100005,Not Verified,Sip,1000,Delhi,Chennai,2025-04-05
100004,Pending,Lumpsum,50000,Delhi,Ahmedabad,2025-04-05
100001,Verified,Sip,2000,Gujarat,Delhi,2025-04-05
100002,Pending,Lumpsum,25000,Maharashtra,Chennai,2025-04-05
100002,Pending,Lumpsum,10000,Delhi,Kolkata,2025-04-06
100001,Verified,Sip,2000,Tamil Nadu,Bangalore,2025-04-06
100001,Pending,Sip,1000,Karnataka,Bangalore,2025-04-06
100003,Verified,Sip,5000,Tamil Nadu,Ahmedabad,2025-04-07
100002,Verified,Sip,10000,Tamil Nadu,Bangalore,2025-04-07
100001,Verified,Sip,2000,Karnataka,Chennai,2025-04-07
100002,Not Verified,Lumpsum,100000,Maharashtra,Bangalore,2025-04-08
100004,Not Verified,Lumpsum,10000,Tamil Nadu,Mumbai,2025-04-08
100003,Verified,Sip,10000,Tamil Nadu,Delhi,2025-04-08
100004,Pending,Sip,1000,Maharashtra,Mumbai,2025-04-08
100002,Not Verified,Redemption,5000,Karnataka,Chennai,2025-04-09
100001,Verified,Sip,1000,Maharashtra,Mumbai,2025-04-09
100004,Not Verified,Sip,1000,Karnataka,Bangalore,2025-04-09
100001,Not Verified,Sip,2000,Karnataka,Delhi,2025-04-10
100005,Verified,Sip,500,Tamil Nadu,Ahmedabad,2025-04-11
100003,Pending,Sip,500,West Bengal,Delhi,2025-04-11
100003,Not Verified,Sip,500,Delhi,Bangalore,2025-04-11
100005,Verified,Sip,1000,Delhi,Kolkata,2025-04-11
100002,Verified,Sip,2000,Maharashtra,Delhi,2025-04-11
100001,Not Verified,Redemption,10000,Gujarat,Bangalore,2025-04-11
100002,Pending,Sip,1000,West Bengal,Bangalore,2025-04-12
100003,Not Verified,Sip,10000,Tamil Nadu,Kolkata,2025-04-12
100005,Pending,Lumpsum,25000,Maharashtra,Delhi,2025-04-13
100004,Not Verified,Sip,5000,Tamil Nadu,Bangalore,2025-04-13
100002,Verified,Sip,1000,Karnataka,Chennai,2025-04-13
100001,Pending,Sip,1000,Tamil Nadu,Delhi,2025-04-13
100003,Verified,Sip,2000,Karnataka,Chennai,2025-04-13
100002,Verified,Sip,5000,Delhi,Kolkata,2025-04-13
100002,Verified,Sip,10000,Gujarat,Ahmedabad,2025-04-13
100001,Not Verified,Sip,10000,Gujarat,Ahmedabad,2025-04-14
100004,Pending,Sip,1000,Gujarat,Chennai,2025-04-14
100001,Verified,Sip,2000,Gujarat,Delhi,2025-04-14
100004,Not Verified,Sip,5000,Delhi,Delhi,2025-04-14
100004,Pending,Sip,1000,Delhi,Kolkata,2025-04-14
100002,Pending,Lumpsum,25000,Tamil Nadu,Ahmedabad,2025-04-14
100005,Not Verified,Lumpsum,5000,Tamil Nadu,Chennai,2025-04-14
100004,Verified,Redemption,10000,Maharashtra,Kolkata,2025-04-15
100001,Not Verified,Sip,2000,West Bengal,Kolkata,2025-04-15
100001,Not Verified,Sip,1000,Delhi,Bangalore,2025-04-15
100001,Not Verified,Lumpsum,50000,Karnataka,Chennai,2025-04-15
100002,Not Verified,Lumpsum,5000,Gujarat,Mumbai,2025-04-15
100002,Not Verified,Lumpsum,25000,Karnataka,Bangalore,2025-04-15
100004,Pending,Sip,1000,Karnataka,Ahmedabad,2025-04-15
100004,Not Verified,Sip,2000,Delhi,Bangalore,2025-04-15
100001,Pending,Sip,1000,Maharashtra,Kolkata,2025-04-15
100002,Pending,Redemption,10000,Maharashtra,Bangalore,2025-04-16
100005,Verified,Redemption,5000,Delhi,Bangalore,2025-04-16
100003,Pending,Sip,1000,Tamil Nadu,Kolkata,2025-04-17
100002,Not Verified,Sip,5000,Delhi,Kolkata,2025-04-17
100005,Not Verified,Lumpsum,100000,Karnataka,Mumbai,2025-04-17
100005,Pending,Sip,2000,Delhi,Bangalore,2025-04-17
100005,Not Verified,Sip,5000,Gujarat,Mumbai,2025-04-18
100005,Not Verified,Sip,5000,West Bengal,Bangalore,2025-04-18
100003,Pending,Sip,1000,Tamil Nadu,Chennai,2025-04-18
100001,Verified,Redemption,5000,Delhi,Chennai,2025-04-18
100005,Verified,Lumpsum,10000,West Bengal,Delhi,2025-04-18
100002,Verified,Sip,1000,Karnataka,Mumbai,2025-04-18
100001,Verified,Lumpsum,10000,Tamil Nadu,Ahmedabad,2025-04-18
100005,Verified,Lumpsum,100000,West Bengal,Kolkata,2025-04-19
100004,Pending,Sip,2000,Delhi,Delhi,2025-04-19
100005,Verified,Sip,5000,Delhi,Delhi,2025-04-19
100003,Verified,Sip,1000,Maharashtra,Mumbai,2025-04-19
100002,Verified,Lumpsum,50000,Delhi,Mumbai,2025-04-19
100005,Pending,Sip,5000,Delhi,Mumbai,2025-04-19
100004,Pending,Lumpsum,25000,West Bengal,Chennai,2025-04-20
100002,Pending,Redemption,1000,Maharashtra,Bangalore,2025-04-20
100003,Pending,Lumpsum,10000,Maharashtra,Chennai,2025-04-20
100002,Verified,Lumpsum,5000,Tamil Nadu,Kolkata,2025-04-20
100002,Verified,Sip,2000,Maharashtra,Bangalore,2025-04-20
100002,Not Verified,Lumpsum,25000,Delhi,Delhi,2025-04-20
100001,Not Verified,Sip,2000,Maharashtra,Mumbai,2025-04-20
100004,Not Verified,Sip,1000,Tamil Nadu,Kolkata,2025-04-20
100003,Not Verified,Sip,2000,Tamil Nadu,Mumbai,2025-04-20
100005,Verified,Sip,10000,Tamil Nadu,Bangalore,2025-04-21
100001,Verified,Sip,1000,Tamil Nadu,Kolkata,2025-04-21
100004,Pending,Sip,500,Gujarat,Kolkata,2025-04-21
100001,Pending,Lumpsum,100000,West Bengal,Delhi,2025-04-22
100001,Verified,Redemption,1000,Gujarat,Delhi,2025-04-22
100005,Pending,Redemption,5000,Tamil Nadu,Ahmedabad,2025-04-22
100005,Not Verified,Sip,5000,Karnataka,Chennai,2025-04-22
100005,Not Verified,Sip,10000,Tamil Nadu,Ahmedabad,2025-04-23
100004,Pending,Sip,5000,Karnataka,Bangalore,2025-04-23
100004,Pending,Sip,500,Tamil Nadu,Ahmedabad,2025-04-24
100003,Not Verified,Sip,10000,Karnataka,Bangalore,2025-04-24
100005,Pending,Sip,10000,West Bengal,Chennai,2025-04-25
100002,Not Verified,Lumpsum,5000,Maharashtra,Mumbai,2025-04-25
100005,Not Verified,Redemption,5000,Karnataka,Kolkata,2025-04-25
100004,Verified,Lumpsum,5000,Tamil Nadu,Delhi,2025-04-26
100001,Not Verified,Lumpsum,5000,Delhi,Chennai,2025-04-26
100003,Pending,Lumpsum,100000,Tamil Nadu,Chennai,2025-04-26
100004,Verified,Sip,500,Delhi,Chennai,2025-04-26
100001,Verified,Sip,1000,Gujarat,Kolkata,2025-04-26
100001,Pending,Sip,5000,Gujarat,Bangalore,2025-04-27
100002,Not Verified,Sip,5000,Tamil Nadu,Delhi,2025-04-27
100005,Verified,Sip,1000,West Bengal,Kolkata,2025-04-27
100001,Pending,Redemption,5000,Tamil Nadu,Mumbai,2025-04-27
100003,Verified,Sip,1000,Gujarat,Kolkata,2025-04-27
100003,Verified,Sip,5000,Tamil Nadu,Kolkata,2025-04-28
100005,Pending,Redemption,25000,Tamil Nadu,Mumbai,2025-04-28
100005,Not Verified,Sip,1000,West Bengal,Kolkata,2025-04-28
100003,Pending,Lumpsum,5000,Tamil Nadu,Kolkata,2025-04-28
100002,Verified,Lumpsum,5000,Karnataka,Bangalore,2025-04-28
100002,Pending,Sip,10000,Delhi,Chennai,2025-04-28
100005,Pending,Sip,5000,West Bengal,Chennai,2025-04-28
100004,Pending,Lumpsum,100000,West Bengal,Chennai,2025-04-29
100004,Pending,Redemption,10000,West Bengal,Kolkata,2025-04-29
100005,Pending,Lumpsum,25000,Delhi,Bangalore,2025-04-29
100002,Not Verified,Sip,5000,Tamil Nadu,Kolkata,2025-04-29
100001,Pending,Redemption,1000,Delhi,Delhi,2025-04-29
100005,Pending,Lumpsum,25000,Gujarat,Mumbai,2025-04-30
100003,Not Verified,Sip,5000,West Bengal,Bangalore,2025-04-30
100002,Not Verified,Sip,1000,Delhi,Delhi,2025-05-01
100003,Verified,Sip,5000,Tamil Nadu,Mumbai,2025-05-01
100002,Verified,Redemption,25000,Gujarat,Bangalore,2025-05-02
100003,Not Verified,Sip,500,Delhi,Delhi,2025-05-02
100005,Not Verified,Lumpsum,50000,Gujarat,Bangalore,2025-05-03
100002,Verified,Sip,5000,Gujarat,Bangalore,2025-05-03
100002,Verified,Redemption,5000,Delhi,Chennai,2025-05-03
100002,Pending,Sip,5000,Karnataka,Chennai,2025-05-03
100005,Verified,Lumpsum,100000,Karnataka,Kolkata,2025-05-03
100004,Pending,Sip,5000,Maharashtra,Chennai,2025-05-03
100004,Verified,Sip,2000,Gujarat,Mumbai,2025-05-04
100001,Not Verified,Sip,2000,Maharashtra,Chennai,2025-05-04
100001,Not Verified,Lumpsum,25000,Karnataka,Delhi,2025-05-04
100002,Verified,Redemption,25000,Maharashtra,Delhi,2025-05-04
100001,Pending,Sip,1000,Tamil Nadu,Mumbai,2025-05-04
100004,Not Verified,Sip,10000,West Bengal,Ahmedabad,2025-05-04
100004,Not Verified,Sip,2000,Karnataka,Chennai,2025-05-05
100005,Pending,Sip,500,Maharashtra,Bangalore,2025-05-06
100001,Not Verified,Lumpsum,25000,Gujarat,Bangalore,2025-05-06
100004,Pending,Lumpsum,10000,Gujarat,Bangalore,2025-05-07
100004,Pending,Sip,1000,Karnataka,Ahmedabad,2025-05-07
100003,Pending,Lumpsum,50000,Tamil Nadu,Mumbai,2025-05-07
100003,Pending,Sip,2000,Gujarat,Ahmedabad,2025-05-07
100003,Verified,Sip,5000,Tamil Nadu,Kolkata,2025-05-07
100001,Not Verified,Sip,10000,Tamil Nadu,Bangalore,2025-05-07
100003,Verified,Sip,1000,Maharashtra,Ahmedabad,2025-05-07
100003,Pending,Lumpsum,5000,Gujarat,Kolkata,2025-05-07
100004,Verified,Lumpsum,25000,Maharashtra,Chennai,2025-05-07
100002,Verified,Sip,5000,Delhi,Chennai,2025-05-07
100005,Pending,Redemption,25000,Karnataka,Ahmedabad,2025-05-07
100005,Pending,Sip,1000,West Bengal,Kolkata,2025-05-07
100001,Pending,Lumpsum,25000,West Bengal,Mumbai,2025-05-08
100001,Verified,Sip,2000,Gujarat,Mumbai,2025-05-08
100001,Verified,Lumpsum,50000,Tamil Nadu,Chennai,2025-05-08
100003,Verified,Lumpsum,10000,Tamil Nadu,Mumbai,2025-05-08
100005,Pending,Sip,10000,Maharashtra,Bangalore,2025-05-08
100001,Not Verified,Sip,2000,Delhi,Kolkata,2025-05-08
100002,Verified,Sip,10000,Gujarat,Kolkata,2025-05-08
100002,Pending,Sip,5000,Tamil Nadu,Chennai,2025-05-08
100002,Pending,Sip,10000,Delhi,Ahmedabad,2025-05-08
100002,Verified,Lumpsum,25000,Gujarat,Bangalore,2025-05-09
100004,Not Verified,Redemption,5000,Maharashtra,Ahmedabad,2025-05-09
100002,Not Verified,Sip,2000,Maharashtra,Chennai,2025-05-10
100003,Pending,Lumpsum,25000,Maharashtra,Kolkata,2025-05-10
100001,Pending,Lumpsum,100000,West Bengal,Ahmedabad,2025-05-10
100004,Verified,Sip,1000,Gujarat,Mumbai,2025-05-10
100001,Not Verified,Sip,500,Karnataka,Kolkata,2025-05-10
100004,Pending,Redemption,25000,Maharashtra,Ahmedabad,2025-05-10
100003,Pending,Lumpsum,100000,Karnataka,Kolkata,2025-05-11
100005,Pending,Lumpsum,10000,Maharashtra,Bangalore,2025-05-11
100002,Pending,Sip,2000,West Bengal,Delhi,2025-05-11
100001,Not Verified,Sip,500,Tamil Nadu,Delhi,2025-05-12
100004,Verified,Lumpsum,25000,Delhi,Mumbai,2025-05-12
100002,Verified,Lumpsum,10000,Maharashtra,Ahmedabad,2025-05-12
100002,Verified,Sip,5000,Tamil Nadu,Delhi,2025-05-12
100004,Pending,Sip,10000,Karnataka,Delhi,2025-05-12
100003,Pending,Lumpsum,100000,West Bengal,Chennai,2025-05-12
100003,Pending,Sip,500,Tamil Nadu,Chennai,2025-05-13
100001,Pending,Lumpsum,50000,West Bengal,Delhi,2025-05-13
100002,Verified,Sip,1000,Karnataka,Bangalore,2025-05-13
100002,Not Verified,Lumpsum,10000,Gujarat,Ahmedabad,2025-05-14
100002,Pending,Lumpsum,100000,Karnataka,Bangalore,2025-05-14
100004,Not Verified,Sip,5000,Delhi,Mumbai,2025-05-15
100001,Pending,Sip,5000,West Bengal,Bangalore,2025-05-15
100002,Pending,Sip,1000,Karnataka,Bangalore,2025-05-16
100001,Verified,Redemption,1000,Tamil Nadu,Mumbai,2025-05-17
100002,Pending,Sip,1000,West Bengal,Mumbai,2025-05-17
100001,Pending,Sip,5000,Gujarat,Ahmedabad,2025-05-17
100005,Pending,Sip,1000,Maharashtra,Ahmedabad,2025-05-17
100003,Verified,Sip,5000,West Bengal,Kolkata,2025-05-17
100001,Verified,Sip,10000,Maharashtra,Kolkata,2025-05-18
100002,Pending,Sip,1000,Maharashtra,Mumbai,2025-05-18
100001,Not Verified,Lumpsum,5000,Karnataka,Chennai,2025-05-18
100004,Pending,Lumpsum,5000,Delhi,Chennai,2025-05-18
100004,Verified,Sip,10000,Tamil Nadu,Bangalore,2025-05-18
100003,Not Verified,Sip,2000,Gujarat,Ahmedabad,2025-05-18
100003,Pending,Sip,500,Maharashtra,Chennai,2025-05-19
100003,Verified,Lumpsum,5000,Gujarat,Ahmedabad,2025-05-19
100004,Verified,Sip,5000,Karnataka,Bangalore,2025-05-19
100005,Not Verified,Redemption,25000,Gujarat,Ahmedabad,2025-05-19
100002,Verified,Lumpsum,100000,West Bengal,Mumbai,2025-05-19
100001,Pending,Redemption,1000,Karnataka,Mumbai,2025-05-20
100004,Verified,Sip,1000,West Bengal,Bangalore,2025-05-20
100004,Verified,Sip,500,Karnataka,Chennai,2025-05-20
100003,Not Verified,Lumpsum,5000,Tamil Nadu,Mumbai,2025-05-20
100004,Not Verified,Sip,500,Delhi,Delhi,2025-05-20
100003,Verified,Sip,10000,Karnataka,Chennai,2025-05-21
100003,Not Verified,Lumpsum,50000,Gujarat,Kolkata,2025-05-21
100003,Not Verified,Sip,10000,Delhi,Ahmedabad,2025-05-21
100001,Verified,Sip,2000,West Bengal,Ahmedabad,2025-05-21
100001,Pending,Lumpsum,5000,Tamil Nadu,Delhi,2025-05-21
100003,Pending,Sip,5000,Maharashtra,Mumbai,2025-05-22
100003,Verified,Sip,5000,West Bengal,Bangalore,2025-05-22
100001,Verified,Redemption,25000,West Bengal,Chennai,2025-05-23
100004,Not Verified,Sip,1000,Gujarat,Delhi,2025-05-23
100003,Not Verified,Redemption,5000,Gujarat,Delhi,2025-05-23
100001,Not Verified,Sip,10000,West Bengal,Mumbai,2025-05-23
100004,Pending,Sip,5000,Gujarat,Ahmedabad,2025-05-23
100002,Verified,Sip,2000,Delhi,Kolkata,2025-05-23
100005,Pending,Sip,5000,West Bengal,Kolkata,2025-05-23
100001,Pending,Lumpsum,100000,Gujarat,Mumbai,2025-05-23
100002,Not Verified,Lumpsum,100000,Tamil Nadu,Delhi,2025-05-24
100001,Not Verified,Lumpsum,100000,Karnataka,Delhi,2025-05-24
100002,Verified,Sip,10000,Tamil Nadu,Mumbai,2025-05-24
100002,Not Verified,Sip,500,Delhi,Chennai,2025-05-24
100004,Pending,Sip,500,West Bengal,Mumbai,2025-05-25
100002,Not Verified,Lumpsum,5000,West Bengal,Ahmedabad,2025-05-25
100002,Pending,Lumpsum,25000,Maharashtra,Ahmedabad,2025-05-25
100005,Verified,Lumpsum,100000,Gujarat,Kolkata,2025-05-25
100001,Verified,Lumpsum,25000,Karnataka,Kolkata,2025-05-25
100003,Pending,Sip,5000,Gujarat,Delhi,2025-05-25
100001,Pending,Redemption,25000,Maharashtra,Delhi,2025-05-25
100002,Pending,Sip,10000,Karnataka,Chennai,2025-05-25
100005,Verified,Redemption,1000,West Bengal,Kolkata,2025-05-26
100002,Pending,Sip,5000,Maharashtra,Chennai,2025-05-26
100003,Not Verified,Sip,1000,Maharashtra,Ahmedabad,2025-05-26
100005,Not Verified,Redemption,10000,Karnataka,Mumbai,2025-05-26
100005,Pending,Lumpsum,5000,Delhi,Bangalore,2025-05-27
100005,Pending,Sip,2000,West Bengal,Bangalore,2025-05-27
100002,Pending,Sip,500,West Bengal,Kolkata,2025-05-27
100002,Verified,Redemption,1000,West Bengal,Bangalore,2025-05-27
100003,Not Verified,Sip,500,Delhi,Chennai,2025-05-27
100004,Pending,Lumpsum,50000,Tamil Nadu,Chennai,2025-05-28
100003,Pending,Sip,2000,Maharashtra,Mumbai,2025-05-28
100005,Pending,Lumpsum,25000,Maharashtra,Mumbai,2025-05-28
100005,Pending,Sip,5000,Gujarat,Chennai,2025-05-28
100005,Pending,Sip,1000,West Bengal,Kolkata,2025-05-28
100003,Verified,Sip,10000,Gujarat,Mumbai,2025-05-28
100004,Pending,Lumpsum,50000,Delhi,Chennai,2025-05-29
100003,Not Verified,Sip,10000,Gujarat,Kolkata,2025-05-29
100002,Not Verified,Lumpsum,5000,Maharashtra,Ahmedabad,2025-05-29
100002,Not Verified,Lumpsum,5000,Delhi,Mumbai,2025-05-30
100003,Not Verified,Sip,5000,Karnataka,Bangalore,2025-05-30
100001,Pending,Sip,500,Maharashtra,Delhi,2025-05-30
100002,Verified,Sip,10000,Delhi,Mumbai,2025-05-30
100001,Verified,Sip,5000,West Bengal,Kolkata,2025-05-31
100003,Pending,Sip,1000,Gujarat,Mumbai,2025-05-31
100004,Verified,Lumpsum,100000,Karnataka,Chennai,2025-05-31
100003,Verified,Lumpsum,5000,West Bengal,Ahmedabad,2025-05-31
100003,Not Verified,Sip,5000,Maharashtra,Ahmedabad,2025-05-31
100003,Verified,Sip,500,Maharashtra,Chennai,2025-05-31
100005,Pending,Sip,500,Maharashtra,Bangalore,2025-05-31
100003,Not Verified,Redemption,1000,Karnataka,Kolkata,2025-06-01
100001,Verified,Lumpsum,10000,Karnataka,Bangalore,2025-06-01
100004,Verified,Sip,1000,Tamil Nadu,Chennai,2025-06-01
100003,Verified,Redemption,10000,Tamil Nadu,Mumbai,2025-06-01
100004,Pending,Sip,10000,Tamil Nadu,Mumbai,2025-06-01
